split,file,ssim,psnr
train,5184.tif,0.630074,21.91
train,5185.tif,0.450785,18.7543
train,5186.tif,0.521916,20.4518
train,5187.tif,0.628525,21.4549
train,5188.tif,0.645744,21.9286
train,5189.tif,0.67979,22.1285
train,519.tif,0.476019,17.2976
train,5190.tif,0.769112,24.7983
train,5191.tif,0.526297,18.1283
train,5192.tif,0.635053,20.5616
train,5193.tif,0.649112,23.0591
train,5194.tif,0.587472,19.7103
train,5195.tif,0.667726,23.5996
train,5196.tif,0.542141,18.685
train,5197.tif,0.502097,19.5575
train,5198.tif,0.561434,21.313
train,5199.tif,0.658455,22.5643
train,52.tif,0.737949,23.0071
train,520.tif,0.421684,16.2591
train,5200.tif,0.736524,22.019
train,5201.tif,0.537148,20.0533
train,5202.tif,0.548387,18.1365
train,5203.tif,0.576313,20.7777
train,5204.tif,0.506983,19.1569
train,5205.tif,0.62285,20.3566
train,5206.tif,0.505901,18.9357
train,5207.tif,0.512275,19.7038
train,5208.tif,0.788199,25.1266
train,5209.tif,0.623872,21.8101
train,521.tif,0.649368,22.0966
train,5210.tif,0.603083,21.8056
train,5211.tif,0.633022,21.7514
train,5212.tif,0.546368,19.3807
train,5213.tif,0.574959,18.9911
train,5214.tif,0.456345,19.3577
train,5215.tif,0.523795,19.5163
train,5216.tif,0.48169,20.094
train,5217.tif,0.676781,20.5527
train,5218.tif,0.772788,24.0315
train,5219.tif,0.695046,22.4212
train,522.tif,0.439901,18.8987
train,5220.tif,0.478186,17.3277
train,5221.tif,0.638567,21.0755
train,5222.tif,0.5555,20.1534
train,5223.tif,0.586952,20.4729
train,5224.tif,0.681266,22.1171
train,5225.tif,0.58676,21.072
train,5226.tif,0.531997,19.8331
train,5227.tif,0.606227,21.2966
train,5228.tif,0.589087,18.568
train,5229.tif,0.58156,20.272
train,523.tif,0.412501,18.7415
train,5230.tif,0.670687,21.9128
train,5231.tif,0.479123,20.0178
train,5232.tif,0.595207,20.5834
train,5233.tif,0.471631,18.6126
train,5234.tif,0.37113,16.7649
train,5235.tif,0.498178,19.5217
train,5236.tif,0.537225,18.7578
train,5237.tif,0.661922,21.7421
train,5238.tif,0.629418,21.9372
train,5239.tif,0.486183,18.2592
train,524.tif,0.613302,19.0205
train,5240.tif,0.611127,22.9683
train,5241.tif,0.618693,21.8068
train,5242.tif,0.574829,19.3585
train,5243.tif,0.616822,23.2416
train,5244.tif,0.72769,22.4608
train,5245.tif,0.637411,22.147
train,5246.tif,0.558589,19.4716
train,5247.tif,0.57913,21.1584
train,5248.tif,0.57852,21.3534
train,5249.tif,0.676808,22.6293
train,525.tif,0.513783,16.5085
train,5250.tif,0.671108,20.7699
train,5251.tif,0.644261,21.18
train,5252.tif,0.645045,21.2716
train,5253.tif,0.665701,23.1307
train,5254.tif,0.607348,19.833
train,5255.tif,0.703195,22.9521
train,5256.tif,0.539058,20.2914
train,5257.tif,0.569391,21.03
train,5258.tif,0.632349,21.3567
train,5259.tif,0.636222,20.5028
train,526.tif,0.464194,19.2894
train,5260.tif,0.60972,20.8636
train,5261.tif,0.533748,18.9487
train,5262.tif,0.621405,20.0861
train,5263.tif,0.417979,18.8191
train,5264.tif,0.757619,23.4241
train,5265.tif,0.545241,21.3025
train,5266.tif,0.474884,19.0893
train,5267.tif,0.659875,21.9981
train,5268.tif,0.607393,20.3723
train,5269.tif,0.695996,20.8375
train,527.tif,0.440431,18.4064
train,5270.tif,0.554597,18.3546
train,5271.tif,0.584345,19.98
train,5272.tif,0.485883,20.149
train,5273.tif,0.579505,19.9245
train,5274.tif,0.541413,19.5264
train,5275.tif,0.474668,18.6346
train,5276.tif,0.461548,16.8322
train,5277.tif,0.631108,22.1133
train,5278.tif,0.613311,21.1203
train,5279.tif,0.647127,21.5343
train,528.tif,0.545196,19.1547
train,5280.tif,0.559462,19.9862
train,5281.tif,0.698375,20.6998
train,5282.tif,0.640556,21.9848
train,5283.tif,0.604722,20.2378
train,5284.tif,0.542377,19.8441
train,5285.tif,0.587812,20.3282
train,5286.tif,0.593734,20.998
train,5287.tif,0.588843,20.274
train,5288.tif,0.412753,18.1612
train,5289.tif,0.421302,17.6172
train,529.tif,0.720386,22.0282
train,5290.tif,0.628391,21.8176
train,5291.tif,0.501274,19.5858
train,5292.tif,0.538488,19.7113
train,5293.tif,0.517201,19.2916
train,5294.tif,0.494582,19.8605
train,5295.tif,0.467946,19.8823
train,5296.tif,0.603401,21.5444
train,5297.tif,0.487336,19.0754
train,5298.tif,0.606045,21.6384
train,5299.tif,0.587101,19.4566
train,53.tif,0.510595,19.0746
train,530.tif,0.503707,20.5619
train,5300.tif,0.501124,18.8632
train,5301.tif,0.565236,21.1287
train,5302.tif,0.487461,19.7447
train,5303.tif,0.49109,20.1194
train,5304.tif,0.616021,20.8094
train,5305.tif,0.615305,21.4994
train,5306.tif,0.561429,18.9013
train,5307.tif,0.611976,21.5933
train,5308.tif,0.662717,22.2399
train,5309.tif,0.613718,20.708
train,531.tif,0.701243,21.3292
train,5310.tif,0.567926,20.172
train,5311.tif,0.533293,19.4877
train,5312.tif,0.573286,20.5698
train,5313.tif,0.637314,22.8314
train,5314.tif,0.717086,22.9003
train,5315.tif,0.560595,20.0222
train,5316.tif,0.651504,22.5347
train,5317.tif,0.574928,20.6803
train,5318.tif,0.582916,20.4783
train,5319.tif,0.601698,20.2023
train,532.tif,0.516737,17.6113
train,5320.tif,0.447081,17.0167
train,5321.tif,0.618463,21.3859
train,5322.tif,0.589093,19.6916
train,5323.tif,0.550786,19.2827
train,5324.tif,0.511216,19.1301
train,5325.tif,0.591888,21.7255
train,5326.tif,0.511067,17.9491
train,5327.tif,0.517281,19.6008
train,5328.tif,0.41085,17.5731
train,5329.tif,0.67032,23.8795
train,533.tif,0.526591,19.9833
train,5330.tif,0.650492,21.3134
train,5331.tif,0.660635,21.738
train,5332.tif,0.541796,20.1193
train,5333.tif,0.56035,20.2269
train,5334.tif,0.596289,21.6718
train,5335.tif,0.670475,23.246
train,5336.tif,0.528757,20.4573
train,5337.tif,0.680451,21.91
train,5338.tif,0.501617,19.3131
train,5339.tif,0.63127,21.9139
train,534.tif,0.434542,16.6801
train,5340.tif,0.635282,20.2054
train,5341.tif,0.472964,18.6903
train,5342.tif,0.507046,19.4615
train,5343.tif,0.617325,19.8221
train,5344.tif,0.61325,20.9388
train,5345.tif,0.551482,20.9531
train,5346.tif,0.628978,22.3306
train,5347.tif,0.508391,19.6558
train,5348.tif,0.628239,19.9103
train,5349.tif,0.637862,21.7463
train,535.tif,0.510379,17.5261
train,5350.tif,0.702924,24.3428
train,5351.tif,0.631306,21.5793
train,5352.tif,0.490059,18.5851
train,5353.tif,0.610397,20.2464
train,5354.tif,0.600149,19.9545
train,5355.tif,0.673864,22.8457
train,5356.tif,0.512308,19.4326
train,5357.tif,0.655023,21.3719
train,5358.tif,0.570222,20.6628
train,5359.tif,0.528988,20.0108
train,536.tif,0.472329,19.3984
train,5360.tif,0.75455,24.149
train,5361.tif,0.659148,22.8908
train,5362.tif,0.52688,20.6452
train,5363.tif,0.605724,21.3102
train,5364.tif,0.536072,21.2074
train,5365.tif,0.697737,23.2164
train,5366.tif,0.524654,19.1682
train,5367.tif,0.565868,21.4712
train,5368.tif,0.555655,21.3688
train,5369.tif,0.573915,20.6672
train,537.tif,0.462084,18.9095
train,5370.tif,0.592541,21.8851
train,5371.tif,0.408782,17.0603
train,5372.tif,0.574369,18.1435
train,5373.tif,0.590374,20.5647
train,5374.tif,0.711612,23.4682
train,5375.tif,0.577026,20.066
train,5376.tif,0.575399,19.8619
train,5377.tif,0.477344,19.7925
train,5378.tif,0.65706,22.2123
train,5379.tif,0.504093,18.5873
train,538.tif,0.431981,18.3908
train,5380.tif,0.561784,20.2342
train,5381.tif,0.522049,20.3976
train,5382.tif,0.517275,17.519
train,5383.tif,0.62349,20.219
train,5384.tif,0.553758,20.1574
train,5385.tif,0.603923,21.1766
train,5386.tif,0.63972,22.4375
train,5387.tif,0.667391,20.3403
train,5388.tif,0.612431,19.6393
train,5389.tif,0.566065,19.1361
train,539.tif,0.547161,18.7778
train,5390.tif,0.521725,20.4121
train,5391.tif,0.515946,20.5563
train,5392.tif,0.610008,21.9415
train,5393.tif,0.599538,22.0522
train,5394.tif,0.45267,19.0912
train,5395.tif,0.729099,24.4783
train,5396.tif,0.627585,20.9335
train,5397.tif,0.601547,18.9778
train,5398.tif,0.604979,20.3188
train,5399.tif,0.650279,20.3294
train,54.tif,0.58798,20.5
train,540.tif,0.478705,17.4472
train,5400.tif,0.589475,21.6526
train,5401.tif,0.579079,20.2375
train,5402.tif,0.678327,22.2473
train,5403.tif,0.663644,20.8141
train,5404.tif,0.602116,19.3506
train,5405.tif,0.557978,22.4869
train,5406.tif,0.555656,20.3514
train,5407.tif,0.535946,19.9518
train,5408.tif,0.579887,19.8741
train,5409.tif,0.556315,21.1389
train,541.tif,0.451134,17.7152
train,5410.tif,0.593335,21.0345
train,5411.tif,0.502212,18.1845
train,5412.tif,0.464395,18.9098
train,5413.tif,0.639235,21.8505
train,5414.tif,0.331265,17.5696
train,5415.tif,0.667738,21.6159
train,5416.tif,0.562975,19.431
train,5417.tif,0.594847,17.1495
train,5418.tif,0.739041,23.4932
train,5419.tif,0.481134,19.8142
train,542.tif,0.421916,17.2696
train,5420.tif,0.657662,22.8506
train,5421.tif,0.446779,16.2598
train,5422.tif,0.672457,21.9704
train,5423.tif,0.623915,20.7511
train,5424.tif,0.441123,18.4675
train,5425.tif,0.480181,19.9866
train,5426.tif,0.534774,19.1277
train,5427.tif,0.574538,21.4799
train,5428.tif,0.635666,21.4402
train,5429.tif,0.51424,18.8944
train,543.tif,0.50157,17.5609
train,5430.tif,0.517819,19.2775
train,5431.tif,0.612626,21.1002
train,5432.tif,0.422874,19.0805
train,5433.tif,0.717519,22.4461
train,5434.tif,0.573453,20.507
train,5435.tif,0.556818,19.3146
train,5436.tif,0.64385,22.1408
train,5437.tif,0.449882,18.6389
train,5438.tif,0.788991,25.1446
train,5439.tif,0.61196,19.2601
train,544.tif,0.486885,19.1909
train,5440.tif,0.559509,19.0373
train,5441.tif,0.595264,20.66
train,5442.tif,0.539284,19.7846
train,5443.tif,0.598287,19.8725
train,5444.tif,0.580571,20.3011
train,5445.tif,0.523825,20.0677
train,5446.tif,0.579707,23.272
train,5447.tif,0.634126,20.1269
train,5448.tif,0.579393,18.9489
train,5449.tif,0.642505,22.3238
train,545.tif,0.567743,20.6648
train,5450.tif,0.553706,19.7867
train,5451.tif,0.502067,18.5415
train,5452.tif,0.657824,22.4776
train,5453.tif,0.621504,20.5228
train,5454.tif,0.677346,22.7314
train,5455.tif,0.679272,22.3007
train,5456.tif,0.614957,22.792
train,5457.tif,0.554234,19.6523
train,5458.tif,0.506274,19.2835
train,5459.tif,0.559236,19.6555
train,546.tif,0.447943,17.0811
train,5460.tif,0.616348,20.1282
train,5461.tif,0.534049,18.4056
train,5462.tif,0.51172,19.9287
train,5463.tif,0.404155,15.9829
train,5464.tif,0.778352,23.1017
train,5465.tif,0.618142,20.5675
train,5466.tif,0.520345,19.9082
train,5467.tif,0.492467,17.7933
train,5468.tif,0.524991,18.3546
train,5469.tif,0.499988,16.7019
train,547.tif,0.494436,18.5822
train,5470.tif,0.562877,16.3233
train,5471.tif,0.478242,19.272
train,5472.tif,0.54206,20.0474
train,5473.tif,0.683188,23.4598
train,5474.tif,0.60141,21.9709
train,5475.tif,0.581415,19.2589
train,5476.tif,0.609164,21.2989
train,5477.tif,0.619099,20.3599
train,5478.tif,0.496648,18.4823
train,5479.tif,0.609285,22.4023
train,548.tif,0.499336,19.5317
train,5480.tif,0.546481,19.9424
train,5481.tif,0.558674,20.2554
train,5482.tif,0.616505,22.3209
train,5483.tif,0.5545,20.5269
train,5484.tif,0.522991,18.4976
train,5485.tif,0.638416,22.0683
train,5486.tif,0.515186,19.3041
train,5487.tif,0.516049,17.7635
train,5488.tif,0.569677,19.1319
train,5489.tif,0.535359,20.1025
train,549.tif,0.676662,20.8001
train,5490.tif,0.579077,19.317
train,5491.tif,0.656388,23.1984
train,5492.tif,0.606422,21.7061
train,5493.tif,0.477797,19.1755
train,5494.tif,0.644905,22.4503
train,5495.tif,0.526109,18.9058
train,5496.tif,0.585445,20.767
train,5497.tif,0.620366,20.1199
train,5498.tif,0.544186,19.9232
train,5499.tif,0.550054,19.7321
train,55.tif,0.414857,16.5516
train,550.tif,0.646797,18.2389
train,5500.tif,0.502471,20.794
train,5501.tif,0.62255,21.9812
train,5502.tif,0.638593,20.8506
train,5503.tif,0.580933,20.4714
train,5504.tif,0.578431,20.77
train,5505.tif,0.654716,20.8783
train,5506.tif,0.760623,24.5388
train,5507.tif,0.575027,19.9505
train,5508.tif,0.573985,20.287
train,5509.tif,0.526216,18.1781
train,551.tif,0.753492,21.9338
train,5510.tif,0.452089,19.1463
train,5511.tif,0.598239,20.8154
train,5512.tif,0.588938,20.2466
train,5513.tif,0.569352,22.1283
train,5514.tif,0.611295,22.0372
train,5515.tif,0.517225,19.9083
train,5516.tif,0.472039,19.5459
train,5517.tif,0.604614,21.5759
train,5518.tif,0.539907,19.8643
train,5519.tif,0.664334,23.3372
train,552.tif,0.425433,15.9742
train,5520.tif,0.565855,18.7365
train,5521.tif,0.632525,21.1002
train,5522.tif,0.621781,21.2326
train,5523.tif,0.574587,20.7411
train,5524.tif,0.613686,21.8013
train,5525.tif,0.599329,21.0577
train,5526.tif,0.544033,19.5994
train,5527.tif,0.530954,19.6795
train,5528.tif,0.708411,24.2466
train,5529.tif,0.491956,19.3892
train,553.tif,0.605673,19.1969
train,5530.tif,0.561786,22.2697
train,5531.tif,0.644854,21.4904
train,5532.tif,0.586459,19.7562
train,5533.tif,0.608628,21.0368
train,5534.tif,0.605338,21.1293
train,5535.tif,0.514345,18.8976
train,5536.tif,0.561253,22.1847
train,5537.tif,0.499032,18.6833
train,5538.tif,0.527278,19.4323
train,5539.tif,0.415792,16.9042
train,554.tif,0.491162,18.2165
train,5540.tif,0.661446,22.4511
train,5541.tif,0.681868,22.2166
train,5542.tif,0.607364,18.6455
train,5543.tif,0.572002,20.4433
train,5544.tif,0.560823,20.0941
train,5545.tif,0.605381,22.7812
train,5546.tif,0.607703,21.6061
train,5547.tif,0.619283,21.4669
train,5548.tif,0.623862,20.6652
train,5549.tif,0.573232,19.6412
train,555.tif,0.488196,18.7208
train,5550.tif,0.516867,20.2077
train,5551.tif,0.527135,18.4753
train,5552.tif,0.456081,19.4508
train,5553.tif,0.634642,23.7176
train,5554.tif,0.634381,21.5159
train,5555.tif,0.553459,20.4613
train,5556.tif,0.556788,19.8174
train,5557.tif,0.552925,20.693
train,5558.tif,0.517297,19.4787
train,5559.tif,0.624015,22.1356
train,556.tif,0.560963,18.7786
train,5560.tif,0.367621,16.3155
train,5561.tif,0.505575,19.5347
train,5562.tif,0.511839,18.6931
train,5563.tif,0.586393,20.949
train,5564.tif,0.72741,24.1283
train,5565.tif,0.529742,17.1079
train,5566.tif,0.363499,18.2403
train,5567.tif,0.728482,25.0153
train,5568.tif,0.57499,19.1974
train,5569.tif,0.587658,20.5162
train,557.tif,0.520031,19.8923
train,5570.tif,0.654553,23.0261
train,5571.tif,0.527572,19.002
train,5572.tif,0.6287,22.1305
train,5573.tif,0.627249,21.058
train,5574.tif,0.617966,19.7401
train,5575.tif,0.554708,20.4983
train,5576.tif,0.485118,18.5075
train,5577.tif,0.749796,24.3332
train,5578.tif,0.593249,20.8662
train,5579.tif,0.684596,22.2551
train,558.tif,0.524818,18.2914
train,5580.tif,0.215274,14.9378
train,5581.tif,0.608775,20.6182
train,5582.tif,0.425931,18.7344
train,5583.tif,0.512876,19.4917
train,5584.tif,0.652352,22.6561
train,5585.tif,0.604767,20.8117
train,5586.tif,0.541794,19.1931
train,5587.tif,0.473671,19.3079
train,5588.tif,0.619014,20.7425
train,5589.tif,0.526891,19.6723
train,559.tif,0.522432,19.2225
train,5590.tif,0.427918,18.3474
train,5591.tif,0.66757,22.5113
train,5592.tif,0.76283,20.1065
train,5593.tif,0.641198,22.3252
train,5594.tif,0.516498,20.4991
train,5595.tif,0.712593,22.8199
train,5596.tif,0.630799,22.3176
train,5597.tif,0.580862,20.3063
train,5598.tif,0.537637,19.4679
train,5599.tif,0.556489,20.1333
train,56.tif,0.556405,17.4619
train,560.tif,0.512651,18.7835
train,5600.tif,0.349133,19.3501
train,5601.tif,0.605695,19.6859
train,5602.tif,0.544828,18.3696
train,5603.tif,0.606999,21.305
train,5604.tif,0.578047,21.239
train,5605.tif,0.574948,21.0058
train,5606.tif,0.663706,22.119
train,5607.tif,0.520319,19.0305
train,5608.tif,0.595687,20.3748
train,5609.tif,0.429136,19.106
train,561.tif,0.44239,17.0803
train,5610.tif,0.620568,22.4084
train,5611.tif,0.593605,20.1302
train,5612.tif,0.605523,20.9823
train,5613.tif,0.676649,24.3686
train,5614.tif,0.691208,23.8865
train,5615.tif,0.523216,18.3418
train,5616.tif,0.45739,17.2362
train,5617.tif,0.649116,21.8213
train,5618.tif,0.521931,20.0727
train,5619.tif,0.550199,18.0095
train,562.tif,0.541459,18.9827
train,5620.tif,0.817,25.1092
train,5621.tif,0.59373,21.2741
train,5622.tif,0.646603,20.8622
train,5623.tif,0.477085,19.8028
train,5624.tif,0.606551,19.9882
train,5625.tif,0.536894,18.5294
train,5626.tif,0.568231,22.323
train,5627.tif,0.681234,21.6426
train,5628.tif,0.535488,20.1423
train,5629.tif,0.609439,19.3047
train,563.tif,0.600684,19.4956
train,5630.tif,0.629788,21.2642
train,5631.tif,0.542798,19.6249
train,5632.tif,0.479074,18.1137
train,5633.tif,0.558874,19.6692
train,5634.tif,0.684021,22.0349
train,5635.tif,0.477218,19.1804
train,5636.tif,0.598185,20.3785
train,5637.tif,0.314967,15.357
train,5638.tif,0.602904,19.1485
train,5639.tif,0.550353,19.8127
train,564.tif,0.421356,17.7116
train,5640.tif,0.597657,20.7671
train,5641.tif,0.441622,18.7553
train,5642.tif,0.496068,19.2998
train,5643.tif,0.596734,20.7769
train,5644.tif,0.484569,18.8873
train,5645.tif,0.61902,21.5885
train,5646.tif,0.76192,24.1693
train,5647.tif,0.553418,20.9197
train,5648.tif,0.567425,19.2211
train,5649.tif,0.763963,24.3794
train,565.tif,0.477137,18.4411
train,5650.tif,0.656676,24.3047
train,5651.tif,0.203086,15.9435
train,5652.tif,0.633547,21.4359
train,5653.tif,0.528887,20.4521
train,5654.tif,0.613451,21.1839
train,5655.tif,0.526214,18.3358
train,5656.tif,0.463044,18.4525
train,5657.tif,0.525563,20.4613
train,5658.tif,0.517618,19.9606
train,5659.tif,0.597152,19.0959
train,566.tif,0.512605,18.3128
train,5660.tif,0.596744,20.5591
train,5661.tif,0.812876,23.432
train,5662.tif,0.746262,24.0616
train,5663.tif,0.670436,22.6666
train,5664.tif,0.572537,20.4931
train,5665.tif,0.574802,19.532
train,5666.tif,0.456857,18.9664
train,5667.tif,0.575183,20.8933
train,5668.tif,0.581665,21.3388
train,5669.tif,0.671849,21.8813
train,567.tif,0.472071,18.8476
train,5670.tif,0.515282,19.8989
train,5671.tif,0.596974,20.4588
train,5672.tif,0.611417,20.8069
train,5673.tif,0.499943,20.5849
train,5674.tif,0.653464,21.33
train,5675.tif,0.599543,20.8595
train,5676.tif,0.557378,19.5032
train,5677.tif,0.639378,21.5255
train,5678.tif,0.443324,18.9968
train,5679.tif,0.676275,22.2024
train,568.tif,0.408861,15.5445
train,5680.tif,0.566745,21.5159
train,5681.tif,0.592662,20.8401
train,5682.tif,0.575559,20.2226
train,5683.tif,0.525519,19.5684
train,5684.tif,0.434387,18.0992
train,5685.tif,0.565731,20.0029
train,5686.tif,0.462165,19.25
train,5687.tif,0.51674,20.3109
train,5688.tif,0.716884,23.1054
train,5689.tif,0.482643,18.5418
train,569.tif,0.570698,20.7645
train,5690.tif,0.513642,20.9881
train,5691.tif,0.483047,19.4469
train,5692.tif,0.633228,21.5939
train,5693.tif,0.599255,21.2073
train,5694.tif,0.589004,19.0205
train,5695.tif,0.612993,20.1699
train,5696.tif,0.445169,18.0742
train,5697.tif,0.652802,22.4497
train,5698.tif,0.459451,20.1258
train,5699.tif,0.724892,22.4941
train,57.tif,0.619727,21.3016
train,570.tif,0.436489,16.3639
train,5700.tif,0.634796,22.0441
train,5701.tif,0.589001,19.9666
train,5702.tif,0.631006,20.5509
train,5703.tif,0.638717,21.3138
train,5704.tif,0.536526,19.1018
train,5705.tif,0.571948,18.9475
train,5706.tif,0.666065,21.6115
train,5707.tif,0.595588,20.7271
train,5708.tif,0.527016,18.7516
train,5709.tif,0.7548,22.1293
train,571.tif,0.507788,19.4874
train,5710.tif,0.555846,19.3926
train,5711.tif,0.676176,21.9661
train,5712.tif,0.570866,19.5196
train,5713.tif,0.611345,18.9848
train,5714.tif,0.6373,23.2067
train,5715.tif,0.592365,20.8345
train,5716.tif,0.649037,20.5003
train,5717.tif,0.571456,21.5145
train,5718.tif,0.600017,19.3916
train,5719.tif,0.579023,20.7906
train,572.tif,0.466633,19.2751
train,5720.tif,0.668788,21.9271
train,5721.tif,0.504076,18.7377
train,5722.tif,0.620804,20.7715
train,5723.tif,0.666298,20.3405
train,5724.tif,0.508231,20.3654
train,5725.tif,0.59481,21.1061
train,5726.tif,0.541573,19.7257
train,5727.tif,0.581731,20.529
train,5728.tif,0.507822,17.4552
train,5729.tif,0.567934,20.0251
train,573.tif,0.490291,18.1443
train,5730.tif,0.517652,18.8006
train,5731.tif,0.557244,20.1371
train,5732.tif,0.624953,18.7531
train,5733.tif,0.639706,22.1014
train,5734.tif,0.544679,19.2911
train,5735.tif,0.540338,19.0824
train,5736.tif,0.473594,18.7515
train,5737.tif,0.419255,18.5523
train,5738.tif,0.517423,19.4187
train,5739.tif,0.634617,21.209
train,574.tif,0.496599,19.5922
train,5740.tif,0.610993,21.4882
train,5741.tif,0.647948,22.1954
train,5742.tif,0.631566,21.5576
train,5743.tif,0.50975,19.3744
train,5744.tif,0.640287,22.0779
train,5745.tif,0.681061,22.2281
train,5746.tif,0.479721,18.9175
train,5747.tif,0.608998,19.4305
train,5748.tif,0.639195,21.2605
train,5749.tif,0.61995,20.6913
train,575.tif,0.63122,20.0323
train,5750.tif,0.557524,19.9183
train,5751.tif,0.564667,20.2996
train,5752.tif,0.600253,21.3191
train,5753.tif,0.553845,20.2333
train,5754.tif,0.480017,18.8002
train,5755.tif,0.612861,21.1547
train,5756.tif,0.556638,20.6815
