split,file,ssim,psnr,lpips
train,10543.tif,0.656212,22.5321,0.263048
train,10544.tif,0.655389,23.6874,0.227335
train,10545.tif,0.829736,22.8274,0.232804
train,10546.tif,0.650356,19.9195,0.283661
train,10547.tif,0.53975,20.3694,0.266632
train,10548.tif,0.615181,22.6182,0.261699
train,10549.tif,0.486965,18.488,0.365693
train,1055.tif,0.52223,19.9024,0.261065
train,10550.tif,0.715611,22.4412,0.222983
train,10551.tif,0.595977,18.222,0.289093
train,10552.tif,0.526419,20.7699,0.250162
train,10553.tif,0.5143,20.5453,0.249136
train,10554.tif,0.413046,18.8286,0.283523
train,10555.tif,0.606109,23.1356,0.24002
train,10556.tif,0.672944,21.7667,0.227745
train,10557.tif,0.565563,21.7494,0.243634
train,10558.tif,0.720432,23.5558,0.252065
train,10559.tif,0.576952,22.0054,0.275408
train,1056.tif,0.413103,21.3276,0.34774
train,10560.tif,0.716333,20.5196,0.343252
train,10561.tif,0.680883,21.9299,0.229516
train,10562.tif,0.71169,21.3638,0.208312
train,10563.tif,0.665177,24.3157,0.258758
train,10564.tif,0.589019,21.8619,0.247056
train,10565.tif,0.687113,21.7202,0.288
train,10566.tif,0.463087,20.0652,0.272276
train,10567.tif,0.694997,23.2854,0.20678
train,10568.tif,0.543682,19.9769,0.268968
train,10569.tif,0.652361,24.0474,0.242543
train,1057.tif,0.505555,17.6753,0.304748
train,10570.tif,0.752698,23.1829,0.283283
train,10571.tif,0.641312,22.3347,0.255694
train,10572.tif,0.667866,21.4542,0.261712
train,10573.tif,0.630346,22.8621,0.273211
train,10574.tif,0.553895,21.5335,0.273408
train,10575.tif,0.582677,19.8622,0.251675
train,10576.tif,0.434202,18.9669,0.285535
train,10577.tif,0.615396,24.4947,0.299236
train,10578.tif,0.685064,23.5784,0.232387
train,10579.tif,0.587287,22.0837,0.259885
train,1058.tif,0.632091,23.111,0.2745
train,10580.tif,0.604174,20.3384,0.234043
train,10581.tif,0.649071,23.6142,0.232726
train,10582.tif,0.55724,21.6334,0.241114
train,10583.tif,0.707709,21.6498,0.252357
train,10584.tif,0.632978,23.143,0.226603
train,10585.tif,0.564565,19.817,0.264703
train,10586.tif,0.693603,23.904,0.228162
train,10587.tif,0.639104,24.0706,0.239079
train,10588.tif,0.624001,21.5287,0.266945
train,10589.tif,0.590583,22.6387,0.268868
train,1059.tif,0.579766,20.4806,0.269168
train,10590.tif,0.613572,19.1354,0.297375
train,10591.tif,0.587549,21.8871,0.384603
train,10592.tif,0.572894,22.7852,0.257962
train,10593.tif,0.459491,19.6484,0.317112
train,10594.tif,0.737764,24.1429,0.244564
train,10595.tif,0.581211,22.4689,0.250799
train,10596.tif,0.533435,20.3688,0.293458
train,10597.tif,0.492202,21.4516,0.265896
train,10598.tif,0.518456,21.2456,0.256637
train,10599.tif,0.600121,22.794,0.288242
train,106.tif,0.651277,21.4514,0.289678
train,1060.tif,0.448922,18.6751,0.301746
train,10600.tif,0.584798,21.8434,0.257247
train,10601.tif,0.618067,22.6787,0.251112
train,10602.tif,0.69389,20.1164,0.225886
train,10603.tif,0.614153,20.9914,0.34805
train,10604.tif,0.572894,22.3358,0.262059
train,10605.tif,0.62332,20.6653,0.252183
train,10606.tif,0.638454,22.9483,0.227926
train,10607.tif,0.673711,20.6343,0.230458
train,10608.tif,0.646215,22.8739,0.237443
train,10609.tif,0.577769,21.5146,0.287323
train,1061.tif,0.484638,20.7576,0.345597
train,10610.tif,0.611966,22.3881,0.287831
train,10611.tif,0.595808,21.8163,0.335338
train,10612.tif,0.590833,21.9531,0.247464
train,10613.tif,0.585643,22.5581,0.26302
train,10614.tif,0.629135,23.6467,0.259027
train,10615.tif,0.636476,23.3701,0.257786
train,10616.tif,0.60364,22.5781,0.261926
train,10617.tif,0.781774,24.7224,0.272937
train,10618.tif,0.721604,23.0012,0.256622
train,10619.tif,0.490694,20.0012,0.288764
train,1062.tif,0.51221,11.2184,0.410897
train,10620.tif,0.6607,23.7749,0.225557
train,10621.tif,0.541666,21.5484,0.260554
train,10622.tif,0.560085,22.7755,0.291666
train,10623.tif,0.49727,20.4043,0.252086
train,10624.tif,0.55032,21.0614,0.257398
train,10625.tif,0.508676,21.2282,0.277649
train,10626.tif,0.617367,21.5819,0.318752
train,10627.tif,0.592169,22.8859,0.26967
train,10628.tif,0.659439,23.26,0.252148
train,10629.tif,0.569042,22.336,0.238077
train,1063.tif,0.569683,21.6421,0.293437
train,10630.tif,0.643987,22.1706,0.255215
train,10631.tif,0.622661,22.8684,0.30544
train,10632.tif,0.676793,24.322,0.207585
train,10633.tif,0.565196,20.227,0.352867
train,10634.tif,0.732929,23.2955,0.247761
train,10635.tif,0.71585,23.8016,0.237063
train,10636.tif,0.700546,24.1031,0.224442
train,10637.tif,0.648193,22.0257,0.252507
train,10638.tif,0.517231,21.5299,0.244457
train,10639.tif,0.666594,23.5151,0.25959
train,1064.tif,0.728018,21.8511,0.235359
train,10640.tif,0.607436,21.8889,0.279109
train,10641.tif,0.74614,23.5041,0.209818
train,10642.tif,0.55304,20.7608,0.304008
train,10643.tif,0.685959,23.1683,0.211403
train,10644.tif,0.556271,20.2424,0.30321
train,10645.tif,0.638204,23.3439,0.243049
train,10646.tif,0.479348,20.0935,0.252771
train,10647.tif,0.639144,23.6601,0.26605
train,10648.tif,0.555533,21.4484,0.222338
train,10649.tif,0.531555,19.8037,0.309927
train,1065.tif,0.566235,23.0548,0.271677
train,10650.tif,0.622501,23.1025,0.29005
train,10651.tif,0.458586,19.2639,0.287286
train,10652.tif,0.659021,22.7048,0.264613
train,10653.tif,0.645887,23.0132,0.244522
train,10654.tif,0.54289,21.3679,0.270625
train,10655.tif,0.524192,19.8926,0.286714
train,10656.tif,0.650512,21.1259,0.266872
train,10657.tif,0.574428,22.2802,0.252607
train,10658.tif,0.715537,24.2276,0.311054
train,10659.tif,0.555417,20.2245,0.301422
train,1066.tif,0.730556,24.0987,0.259215
train,10660.tif,0.542245,20.5359,0.266366
train,10661.tif,0.560051,22.2388,0.287723
train,10662.tif,0.525323,21.0215,0.244244
train,10663.tif,0.671661,24.0573,0.278864
train,10664.tif,0.535258,21.0327,0.265609
train,10665.tif,0.591964,20.3385,0.262
train,10666.tif,0.689287,23.3027,0.253239
train,10667.tif,0.551997,18.8464,0.281868
train,10668.tif,0.569703,21.9305,0.271327
train,10669.tif,0.516435,21.2794,0.255234
train,1067.tif,0.498361,19.7207,0.284714
train,10670.tif,0.652466,22.3233,0.228116
train,10671.tif,0.668516,23.163,0.20233
train,10672.tif,0.62556,23.2367,0.250882
train,10673.tif,0.694468,22.051,0.22176
train,10674.tif,0.642068,22.909,0.219426
train,10675.tif,0.677444,24.0783,0.238757
train,10676.tif,0.826086,23.9986,0.221208
train,10677.tif,0.709806,24.3942,0.237024
train,10678.tif,0.513509,19.4701,0.307902
train,10679.tif,0.578435,22.601,0.269564
train,1068.tif,0.579094,21.1351,0.297455
train,10680.tif,0.616118,22.0906,0.261178
train,10681.tif,0.646092,22.7034,0.241453
train,10682.tif,0.715267,22.3121,0.222687
train,10683.tif,0.647923,23.2218,0.257066
train,10684.tif,0.684027,21.9896,0.238914
train,10685.tif,0.565414,22.0023,0.27636
train,10686.tif,0.480363,20.9144,0.294952
train,10687.tif,0.542451,21.1225,0.270348
train,10688.tif,0.650084,23.4405,0.2484
train,10689.tif,0.738647,22.128,0.229841
train,1069.tif,0.529112,18.8191,0.272257
train,10690.tif,0.577328,21.7799,0.277487
train,10691.tif,0.713111,24.8846,0.242797
train,10692.tif,0.657515,21.3601,0.255808
train,10693.tif,0.616993,22.866,0.278538
train,10694.tif,0.623987,22.7102,0.255489
train,10695.tif,0.642299,23.6978,0.228454
train,10696.tif,0.616868,22.2829,0.262362
train,10697.tif,0.67352,23.5141,0.228809
train,10698.tif,0.617199,22.8731,0.266339
train,10699.tif,0.553412,22.1811,0.25373
train,107.tif,0.54701,22.0529,0.27282
train,1070.tif,0.648889,22.364,0.275362
train,10700.tif,0.654997,24.258,0.212781
train,10701.tif,0.673704,23.1395,0.293043
train,10702.tif,0.701176,22.0846,0.216281
train,10703.tif,0.629668,21.7517,0.271314
train,10704.tif,0.562462,21.8641,0.236222
train,10705.tif,0.574426,21.4047,0.262663
train,10706.tif,0.598915,21.8109,0.304784
train,10707.tif,0.461244,19.9228,0.253966
train,10708.tif,0.667059,23.6639,0.243092
train,10709.tif,0.476374,19.8086,0.281885
train,1071.tif,0.567636,22.9042,0.251747
train,10710.tif,0.697135,22.9025,0.243758
train,10711.tif,0.643471,22.8871,0.262528
train,10712.tif,0.487769,19.9519,0.338487
train,10713.tif,0.489442,20.0661,0.303423
train,10714.tif,0.66664,22.2201,0.301618
train,10715.tif,0.622717,20.4703,0.244949
train,10716.tif,0.586808,19.827,0.272002
train,10717.tif,0.69805,22.5873,0.239907
train,10718.tif,0.618459,23.0964,0.25599
train,10719.tif,0.610727,22.8004,0.236432
train,1072.tif,0.492201,19.8789,0.292302
train,10720.tif,0.635537,23.1901,0.247052
train,10721.tif,0.510136,20.2719,0.264943
train,10722.tif,0.671027,23.5589,0.27286
train,10723.tif,0.518358,21.5441,0.243052
train,10724.tif,0.622868,22.0383,0.26264
train,10725.tif,0.62904,22.0356,0.250684
train,10726.tif,0.538611,19.7801,0.33362
train,10727.tif,0.65534,22.9041,0.249172
train,10728.tif,0.546953,21.759,0.24402
train,10729.tif,0.704987,23.8561,0.231046
train,1073.tif,0.607005,23.779,0.309884
train,10730.tif,0.668844,22.6811,0.221841
train,10731.tif,0.545132,21.5282,0.210282
train,10732.tif,0.735487,23.2812,0.268365
train,10733.tif,0.675055,23.7137,0.259768
train,10734.tif,0.562561,21.3977,0.27401
train,10735.tif,0.68437,24.0257,0.243088
train,10736.tif,0.485753,19.7782,0.279226
train,10737.tif,0.688175,23.7216,0.226335
train,10738.tif,0.483576,20.4839,0.279067
train,10739.tif,0.665589,22.8866,0.218514
train,1074.tif,0.722851,21.0646,0.236433
train,10740.tif,0.650019,22.0302,0.228263
train,10741.tif,0.485566,19.6166,0.284069
train,10742.tif,0.60805,21.8705,0.328587
train,10743.tif,0.461697,20.3919,0.259306
train,10744.tif,0.464255,20.0796,0.301992
train,10745.tif,0.605131,21.7895,0.263477
train,10746.tif,0.679195,21.074,0.232211
train,10747.tif,0.703987,22.3601,0.239123
train,10748.tif,0.555634,21.5449,0.22647
train,10749.tif,0.578569,22.9672,0.258892
train,1075.tif,0.477353,20.6337,0.32902
train,10750.tif,0.670723,23.0247,0.228393
train,10751.tif,0.658825,21.9938,0.228085
train,10752.tif,0.595938,21.8665,0.264769
train,10753.tif,0.610709,23.4823,0.264209
train,10754.tif,0.670448,22.7524,0.252469
train,10755.tif,0.558126,21.1628,0.304868
train,10756.tif,0.569713,20.44,0.273342
train,10757.tif,0.616408,22.4617,0.297589
train,10758.tif,0.483425,18.648,0.283856
train,10759.tif,0.744301,22.2833,0.255982
train,1076.tif,0.566555,19.9108,0.318134
train,10760.tif,0.56213,20.2391,0.24864
train,10761.tif,0.522088,20.1561,0.268073
train,10762.tif,0.561605,21.5682,0.268259
train,10763.tif,0.654237,23.3555,0.224387
train,10764.tif,0.532978,21.9265,0.286746
train,10765.tif,0.691277,22.6462,0.226867
train,10766.tif,0.54695,21.0479,0.275564
train,10767.tif,0.368073,19.5046,0.294727
train,10768.tif,0.55067,21.3453,0.25428
train,10769.tif,0.646004,22.2882,0.247223
train,1077.tif,0.540018,19.9687,0.306677
train,10770.tif,0.661501,24.4927,0.245867
train,10771.tif,0.611714,21.3418,0.264977
train,10772.tif,0.587039,22.4937,0.251334
train,10773.tif,0.621444,21.1522,0.262533
train,10774.tif,0.526634,21.2322,0.271148
train,10775.tif,0.632066,23.2391,0.263761
train,10776.tif,0.512446,19.5408,0.272245
train,10777.tif,0.55664,21.801,0.303981
train,10778.tif,0.427254,18.1433,0.288479
train,10779.tif,0.64294,22.6893,0.263009
train,1078.tif,0.496553,19.1534,0.334722
train,10780.tif,0.581333,21.4912,0.235348
train,10781.tif,0.538448,21.7201,0.248515
train,10782.tif,0.510407,21.3648,0.255756
train,10783.tif,0.664503,24.4185,0.266708
train,10784.tif,0.671115,22.3901,0.216784
train,10785.tif,0.661388,23.0022,0.267807
train,10786.tif,0.588235,21.3467,0.321436
train,10787.tif,0.6848,23.4674,0.233341
train,10788.tif,0.496835,20.9803,0.297837
train,10789.tif,0.613159,21.5841,0.233322
train,1079.tif,0.588243,20.1864,0.299438
train,10790.tif,0.587494,20.9882,0.299188
train,10791.tif,0.569916,22.0015,0.286867
train,10792.tif,0.66865,23.2923,0.257441
train,10793.tif,0.589637,22.5297,0.235883
train,10794.tif,0.623881,22.8234,0.247679
train,10795.tif,0.564146,22.294,0.267744
train,10796.tif,0.613291,23.5087,0.251768
train,10797.tif,0.567358,20.8492,0.258079
train,10798.tif,0.533937,21.6277,0.254821
train,10799.tif,0.668147,23.6637,0.243715
train,108.tif,0.655906,21.315,0.236656
train,1080.tif,0.574771,18.7224,0.257482
train,10800.tif,0.647756,23.6353,0.242375
train,10801.tif,0.587583,22.0893,0.271747
train,10802.tif,0.550809,22.1364,0.275793
train,10803.tif,0.677382,22.2634,0.242413
train,10804.tif,0.535921,21.7999,0.245579
train,10805.tif,0.680699,23.7065,0.238752
train,10806.tif,0.578997,22.539,0.234285
train,10807.tif,0.573385,21.9706,0.241082
train,10808.tif,0.469188,20.6318,0.272132
train,10809.tif,0.505802,19.7633,0.28808
train,1081.tif,0.597231,20.0391,0.327065
train,10810.tif,0.706891,24.0304,0.2176
train,10811.tif,0.553288,21.2305,0.257033
train,10812.tif,0.441558,19.3566,0.359348
train,10813.tif,0.473387,19.941,0.278566
train,10814.tif,0.527438,19.6073,0.277637
train,10815.tif,0.481346,21.0185,0.242646
train,10816.tif,0.573818,21.7981,0.25257
train,10817.tif,0.594259,22.9036,0.260468
train,10818.tif,0.618743,23.115,0.304167
train,10819.tif,0.505215,21.2691,0.271762
train,1082.tif,0.491376,20.4406,0.25278
train,10820.tif,0.656537,22.9603,0.256073
train,10821.tif,0.431229,19.9888,0.311152
train,10822.tif,0.604969,22.1474,0.237161
train,10823.tif,0.67868,21.3739,0.229937
train,10824.tif,0.503143,19.4189,0.31519
train,10825.tif,0.649153,19.707,0.284606
train,10826.tif,0.798753,24.322,0.249566
train,10827.tif,0.470655,19.2636,0.293769
train,10828.tif,0.713072,22.9219,0.225398
train,10829.tif,0.634039,22.1886,0.253579
train,1083.tif,0.51502,21.3403,0.290553
train,10830.tif,0.639471,23.2293,0.275481
train,10831.tif,0.561176,22.0981,0.242538
train,10832.tif,0.683015,23.2438,0.247916
train,10833.tif,0.657602,21.9138,0.284787
train,10834.tif,0.428469,18.7467,0.286526
train,10835.tif,0.702156,24.8954,0.227831
train,10836.tif,0.754856,23.1179,0.223879
train,10837.tif,0.692952,23.6765,0.266792
train,10838.tif,0.560867,21.7918,0.276039
train,10839.tif,0.706849,23.1104,0.228235
train,1084.tif,0.540407,19.1401,0.28369
train,10840.tif,0.795753,23.9398,0.275755
train,10841.tif,0.51068,20.7882,0.261852
train,10842.tif,0.684262,23.5638,0.239922
train,10843.tif,0.64754,21.4429,0.242303
train,10844.tif,0.662308,22.0553,0.269285
train,10845.tif,0.542707,21.0899,0.251867
train,10846.tif,0.621378,22.1302,0.272487
train,10847.tif,0.665801,24.0269,0.240595
train,10848.tif,0.544166,19.4673,0.243629
train,10849.tif,0.738527,24.0818,0.25254
train,1085.tif,0.589115,21.8558,0.263045
train,10850.tif,0.505392,20.6448,0.242089
train,10851.tif,0.643205,23.0834,0.251244
train,10852.tif,0.669288,22.9526,0.239566
train,10853.tif,0.668887,22.9096,0.281509
train,10854.tif,0.65496,23.8437,0.216969
train,10855.tif,0.70975,22.2149,0.285981
train,10856.tif,0.619185,21.7693,0.274566
train,10857.tif,0.68819,22.746,0.218108
train,10858.tif,0.709281,23.841,0.211033
train,10859.tif,0.603179,23.692,0.233531
train,1086.tif,0.577842,21.0479,0.29701
train,10860.tif,0.609673,22.3771,0.236941
train,10861.tif,0.536835,20.5565,0.313633
train,10862.tif,0.61709,22.5513,0.246051
train,10863.tif,0.480381,19.7419,0.283403
train,10864.tif,0.511123,18.6871,0.276978
train,10865.tif,0.430916,20.6898,0.334492
train,10866.tif,0.711683,24.3749,0.200503
train,10867.tif,0.535643,21.2466,0.252662
train,10868.tif,0.683173,22.4926,0.214659
train,10869.tif,0.465086,19.8754,0.262492
train,1087.tif,0.655893,23.085,0.278456
train,10870.tif,0.545274,19.6997,0.286602
train,10871.tif,0.703869,23.87,0.208648
train,10872.tif,0.590216,20.6707,0.252343
train,10873.tif,0.5285,19.9392,0.265512
train,10874.tif,0.708756,23.4549,0.231947
train,10875.tif,0.671396,22.9606,0.246586
train,10876.tif,0.600991,20.8074,0.257081
train,10877.tif,0.683075,23.8548,0.273128
train,10878.tif,0.64897,19.6372,0.3004
train,10879.tif,0.609647,22.8427,0.24987
train,1088.tif,0.506006,18.8628,0.314287
train,10880.tif,0.680112,23.02,0.290004
train,10881.tif,0.583577,22.6274,0.274786
train,10882.tif,0.614226,22.2895,0.247945
train,10883.tif,0.54682,21.5252,0.236876
train,10884.tif,0.48477,18.474,0.308696
train,10885.tif,0.534784,20.7834,0.263412
train,10886.tif,0.470201,20.6769,0.309653
train,10887.tif,0.685046,24.2708,0.212299
train,10888.tif,0.667842,22.6363,0.243116
train,10889.tif,0.659437,20.8841,0.288371
train,1089.tif,0.605671,17.9731,0.286493
train,10890.tif,0.722108,22.8638,0.208198
train,10891.tif,0.643764,22.9521,0.247205
train,10892.tif,0.52571,21.8002,0.271888
train,10893.tif,0.538074,21.1654,0.263713
train,10894.tif,0.533137,20.5102,0.272218
train,10895.tif,0.645318,21.8117,0.23792
train,10896.tif,0.657214,22.6174,0.224608
train,10897.tif,0.600535,21.216,0.347833
train,10898.tif,0.70539,22.5206,0.248979
train,10899.tif,0.609159,22.5078,0.257403
train,109.tif,0.573039,19.9597,0.308445
train,1090.tif,0.512884,20.0379,0.268167
train,10900.tif,0.638392,23.4725,0.247128
train,10901.tif,0.607239,21.202,0.287128
train,10902.tif,0.676568,23.9887,0.257601
train,10903.tif,0.697705,23.2964,0.262308
train,10904.tif,0.640381,23.4427,0.240189
train,10905.tif,0.541467,21.0412,0.261433
train,10906.tif,0.676843,24.6137,0.238169
train,10907.tif,0.666385,22.4844,0.242887
train,10908.tif,0.594599,21.2446,0.257491
train,10909.tif,0.619456,22.5707,0.240277
train,1091.tif,0.641466,23.6854,0.329096
train,10910.tif,0.635778,23.3383,0.261515
train,10911.tif,0.655048,22.9586,0.30843
train,10912.tif,0.547109,21.831,0.220277
train,10913.tif,0.60578,21.7958,0.257786
train,10914.tif,0.620327,24.1106,0.280015
train,10915.tif,0.624785,23.1124,0.255755
train,10916.tif,0.690556,24.0924,0.199778
train,10917.tif,0.510188,20.8531,0.274108
train,10918.tif,0.698994,23.8755,0.257432
train,10919.tif,0.4901,20.2621,0.290203
train,1092.tif,0.513691,21.4703,0.307325
train,10920.tif,0.574817,22.3142,0.325468
train,10921.tif,0.55571,19.934,0.280154
train,10922.tif,0.594903,22.1733,0.295955
train,10923.tif,0.682973,23.3416,0.228835
train,10924.tif,0.517352,19.8253,0.328772
train,10925.tif,0.680174,23.7025,0.238824
train,10926.tif,0.532132,19.8478,0.262719
train,10927.tif,0.595364,23.3662,0.322366
train,10928.tif,0.536831,22.4592,0.279593
train,10929.tif,0.47939,21.4594,0.329856
train,1093.tif,0.522634,22.4804,0.297609
train,10930.tif,0.479142,19.6051,0.31707
train,10931.tif,0.607632,23.5876,0.266843
train,10932.tif,0.491794,19.3765,0.343115
train,10933.tif,0.674876,22.818,0.241707
train,10934.tif,0.617575,21.554,0.28424
train,10935.tif,0.596332,22.0247,0.249076
train,10936.tif,0.600559,21.9756,0.250822
train,10937.tif,0.639538,22.2715,0.269789
train,10938.tif,0.510854,20.4084,0.326393
train,10939.tif,0.620506,22.3757,0.226627
train,1094.tif,0.479465,18.6131,0.301472
train,10940.tif,0.535923,20.7681,0.229353
train,10941.tif,0.732185,23.7546,0.252764
train,10942.tif,0.695213,25.3457,0.258736
train,10943.tif,0.586416,23.5917,0.246936
train,10944.tif,0.667996,23.6966,0.258431
train,10945.tif,0.489162,21.2757,0.297021
train,10946.tif,0.532661,21.549,0.267833
train,10947.tif,0.60919,21.637,0.364594
train,10948.tif,0.591784,22.5261,0.282537
train,10949.tif,0.656774,24.3017,0.266091
train,1095.tif,0.705149,20.6673,0.266384
train,10950.tif,0.617874,23.7485,0.254987
train,10951.tif,0.517637,21.2493,0.272054
train,10952.tif,0.730365,23.0155,0.252471
train,10953.tif,0.584557,23.1277,0.243663
train,10954.tif,0.512578,20.2106,0.274305
train,10955.tif,0.559343,22.2407,0.255547
train,10956.tif,0.472081,20.3452,0.267146
train,10957.tif,0.541831,19.8243,0.290002
train,10958.tif,0.602834,22.4717,0.25738
train,10959.tif,0.681801,23.9693,0.235028
train,1096.tif,0.677282,23.9157,0.322099
train,10960.tif,0.641668,23.7032,0.239449
train,10961.tif,0.580715,18.2501,0.295537
train,10962.tif,0.693734,23.6314,0.197557
train,10963.tif,0.61299,22.8623,0.272788
train,10964.tif,0.650548,23.5661,0.25777
train,10965.tif,0.646993,21.5937,0.208369
train,10966.tif,0.689205,23.5988,0.222151
train,10967.tif,0.603302,23.2594,0.253505
train,10968.tif,0.701105,22.8644,0.238662
train,10969.tif,0.629373,21.7524,0.284629
train,1097.tif,0.66043,24.4909,0.262437
train,10970.tif,0.705396,22.3992,0.263799
train,10971.tif,0.58356,22.6142,0.238867
